txn_id,user_id,game,date,method,amount,actual_paid,note
BILL25090311012475,2022619866,Thanh Vân Kiếm,03/09/2025 11:01:24,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25090418533527,2022619866,Thanh Vân Kiếm,04/09/2025 18:53:35,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25090811523264,2022619866,Thanh Vân Kiếm,08/09/2025 11:52:32,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25122718491015,2022681383,Tiên Kiếm Kỳ Hiệp,27/12/2025 18:49:10,momo,50000,42500,Nạp đầu (X2 Bonus)
BILL26010218273839,2022681383,Tiên Kiếm Kỳ Hiệp,02/01/2026 18:27:38,banking,100000,85000,Sự kiện (X2 Bonus)
BILL26010518592726,2022681383,Tiên Kiếm Kỳ Hiệp,05/01/2026 18:59:27,inapp,20000,17000,Sự kiện (X2 Bonus)
BILL26010818271259,2022681383,Tiên Kiếm Kỳ Hiệp,08/01/2026 18:27:12,banking,20000,17000,Sự kiện
BILL26011211295440,2022681383,Tiên Kiếm Kỳ Hiệp,12/01/2026 11:29:54,inapp,10000,8500,Sự kiện (X2 Bonus)
BILL24071014335120,2022606773,Cửu Long Tranh Bá,10/07/2024 14:33:51,momo,100000,85000,Nạp đầu (X2 Bonus)
BILL24071318304110,2022606773,Cửu Long Tranh Bá,13/07/2024 18:30:41,banking,100000,85000,Sự kiện
BILL25122718544097,2022646736,Thanh Vân Kiếm,27/12/2025 18:54:40,banking,100000,85000,Nạp đầu (X2 Bonus)
BILL26010418505678,2022646736,Thanh Vân Kiếm,04/01/2026 18:50:56,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL26010818264292,2022646736,Thanh Vân Kiếm,08/01/2026 18:26:42,momo,5000000,4000000,Sự kiện (X2 Bonus)
BILL26010818362758,2022646736,Thanh Vân Kiếm,08/01/2026 18:36:27,banking,200000,170000,Sự kiện (X2 Bonus)
BILL26011118533399,2022646736,Thanh Vân Kiếm,11/01/2026 18:53:33,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL26011218423920,2022646736,Thanh Vân Kiếm,12/01/2026 18:42:39,banking,10000,8500,Sự kiện (X2 Bonus)
BILL26011318192764,2022646736,Thanh Vân Kiếm,13/01/2026 18:19:27,momo,20000,17000,Sự kiện (X2 Bonus)
BILL26011318214896,2022646736,Thanh Vân Kiếm,13/01/2026 18:21:48,banking,500000,400000,Sự kiện (X2 Bonus)
BILL26011718274562,2022646736,Thanh Vân Kiếm,17/01/2026 18:27:45,banking,50000,42500,Sự kiện (X2 Bonus)
BILL26012418294973,2022646736,Thanh Vân Kiếm,24/01/2026 18:29:49,banking,1000000,800000,Sự kiện
BILL26010811291240,2022675262,Thanh Vân Kiếm,08/01/2026 11:29:12,inapp,2000000,2000000,Nạp đầu (X2 Bonus)
BILL26010918340953,2022675262,Thanh Vân Kiếm,09/01/2026 18:34:09,banking,500000,400000,Sự kiện (X2 Bonus)
BILL26010918355628,2022675262,Thanh Vân Kiếm,09/01/2026 18:35:56,momo,10000000,8000000,Sự kiện (X2 Bonus)
BILL26011318583299,2022675262,Thanh Vân Kiếm,13/01/2026 18:58:32,inapp,10000000,10000000,Sự kiện
BILL26011718233593,2022675262,Thanh Vân Kiếm,17/01/2026 18:23:35,banking,10000000,8000000,Sự kiện
BILL26011718302189,2022675262,Thanh Vân Kiếm,17/01/2026 18:30:21,banking,100000,85000,Sự kiện (X2 Bonus)
BILL26012318425197,2022675262,Thanh Vân Kiếm,23/01/2026 18:42:51,banking,20000,17000,Sự kiện (X2 Bonus)
BILL26012318475296,2022675262,Thanh Vân Kiếm,23/01/2026 18:47:52,momo,10000000,8000000,Sự kiện
BILL26012511142578,2022675262,Thanh Vân Kiếm,25/01/2026 11:14:25,banking,100000000,80000000,Sự kiện (X2 Bonus)
BILL26012511231160,2022675262,Thanh Vân Kiếm,25/01/2026 11:23:11,banking,200000000,160000000,Sự kiện (X2 Bonus)
BILL26013014223984,2022675262,Thanh Vân Kiếm,30/01/2026 14:22:39,inapp,50000000,50000000,Sự kiện (X2 Bonus)
BILL26013014312620,2022675262,Thanh Vân Kiếm,30/01/2026 14:31:26,inapp,100000000,100000000,Sự kiện
BILL25110518231249,2022648491,Thanh Vân Kiếm,05/11/2025 18:23:12,inapp,200000,170000,Nạp đầu (X2 Bonus)
BILL25020718143220,2022687831,Hiệp Khách Vô Song,07/02/2025 18:14:32,banking,50000,42500,Nạp đầu (X2 Bonus)
BILL25021018223927,2022687831,Hiệp Khách Vô Song,10/02/2025 18:22:39,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25021218545111,2022687831,Hiệp Khách Vô Song,12/02/2025 18:54:51,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25021318341754,2022687831,Hiệp Khách Vô Song,13/02/2025 18:34:17,momo,10000,8500,Sự kiện
BILL25022318254137,2022687831,Hiệp Khách Vô Song,23/02/2025 18:25:41,banking,20000,17000,Sự kiện
BILL25030214134435,2022687831,Hiệp Khách Vô Song,02/03/2025 14:13:44,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25030418345256,2022687831,Hiệp Khách Vô Song,04/03/2025 18:34:52,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25030518330348,2022687831,Hiệp Khách Vô Song,05/03/2025 18:33:03,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25030911564029,2022687831,Hiệp Khách Vô Song,09/03/2025 11:56:40,banking,10000,8500,Sự kiện
BILL25111611340726,2022689559,Tiên Kiếm Kỳ Hiệp,16/11/2025 11:34:07,banking,10000,8500,Nạp đầu (X2 Bonus)
BILL25112118181485,2022689559,Tiên Kiếm Kỳ Hiệp,21/11/2025 18:18:14,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25112918080540,2022689559,Tiên Kiếm Kỳ Hiệp,29/11/2025 18:08:05,momo,10000,8500,Sự kiện
BILL25120218542717,2022689559,Tiên Kiếm Kỳ Hiệp,02/12/2025 18:54:27,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25120418213347,2022689559,Tiên Kiếm Kỳ Hiệp,04/12/2025 18:21:33,momo,20000,17000,Sự kiện
BILL25120618172577,2022689559,Tiên Kiếm Kỳ Hiệp,06/12/2025 18:17:25,momo,20000,17000,Sự kiện
BILL25120918473135,2022689559,Tiên Kiếm Kỳ Hiệp,09/12/2025 18:47:31,banking,20000,17000,Sự kiện
BILL25070611472160,2022604197,Tình Kiếm,06/07/2025 11:47:21,banking,200000,170000,Nạp đầu (X2 Bonus)
BILL25071111390481,2022604197,Tình Kiếm,11/07/2025 11:39:04,inapp,10000,8500,Sự kiện (X2 Bonus)
BILL25071111430152,2022604197,Tình Kiếm,11/07/2025 11:43:01,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL25071418075544,2022604197,Tình Kiếm,14/07/2025 18:07:55,banking,10000,8500,Sự kiện
BILL25071418161030,2022604197,Tình Kiếm,14/07/2025 18:16:10,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25071818210454,2022604197,Tình Kiếm,18/07/2025 18:21:04,momo,100000,85000,Sự kiện
BILL25071818284173,2022604197,Tình Kiếm,18/07/2025 18:28:41,inapp,20000,17000,Sự kiện (X2 Bonus)
BILL25072018253189,2022604197,Tình Kiếm,20/07/2025 18:25:31,banking,5000000,4000000,Sự kiện (X2 Bonus)
BILL25072611061081,2022604197,Tình Kiếm,26/07/2025 11:06:10,momo,2000000,1600000,Sự kiện
BILL25072611125940,2022604197,Tình Kiếm,26/07/2025 11:12:59,inapp,100000,85000,Sự kiện
BILL25080218154871,2022604197,Tình Kiếm,02/08/2025 18:15:48,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25080411442358,2022604197,Tình Kiếm,04/08/2025 11:44:23,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25080518251668,2022604197,Tình Kiếm,05/08/2025 18:25:16,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25081118084943,2022604197,Tình Kiếm,11/08/2025 18:08:49,banking,10000,8500,Sự kiện
BILL25081218500659,2022604197,Tình Kiếm,12/08/2025 18:50:06,banking,50000,42500,Sự kiện
BILL25081607581267,2022604197,Tình Kiếm,16/08/2025 07:58:12,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25082218411423,2022604197,Tình Kiếm,22/08/2025 18:41:14,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25082411025765,2022604197,Tình Kiếm,24/08/2025 11:02:57,banking,20000,17000,Sự kiện
BILL25010518343497,2022644129,Hiệp Khách Vô Song,05/01/2025 18:34:34,banking,10000,8500,Nạp đầu (X2 Bonus)
BILL25010818523695,2022644129,Hiệp Khách Vô Song,08/01/2025 18:52:36,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25011007561694,2022644129,Hiệp Khách Vô Song,10/01/2025 07:56:16,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25011307240743,2022644129,Hiệp Khách Vô Song,13/01/2025 07:24:07,momo,10000,8500,Sự kiện
BILL25011411080825,2022644129,Hiệp Khách Vô Song,14/01/2025 11:08:08,banking,10000,8500,Sự kiện
BILL25011818275494,2022644129,Hiệp Khách Vô Song,18/01/2025 18:27:54,banking,20000,17000,Sự kiện
BILL25012511102290,2022644129,Hiệp Khách Vô Song,25/01/2025 11:10:22,banking,50000,42500,Sự kiện
BILL25020218581212,2022644129,Hiệp Khách Vô Song,02/02/2025 18:58:12,inapp,20000,17000,Sự kiện (X2 Bonus)
BILL25020918391633,2022644129,Hiệp Khách Vô Song,09/02/2025 18:39:16,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24090418155597,2022611091,Cửu Long Tranh Bá,04/09/2024 18:15:55,momo,10000,8500,Nạp đầu (X2 Bonus)
BILL24090818410230,2022611091,Cửu Long Tranh Bá,08/09/2024 18:41:02,momo,50000,42500,Sự kiện (X2 Bonus)
BILL24091018050663,2022611091,Cửu Long Tranh Bá,10/09/2024 18:05:06,banking,10000,8500,Sự kiện
BILL24091218411955,2022611091,Cửu Long Tranh Bá,12/09/2024 18:41:19,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24091311585726,2022611091,Cửu Long Tranh Bá,13/09/2024 11:58:57,momo,20000,17000,Sự kiện
BILL24091418043334,2022611091,Cửu Long Tranh Bá,14/09/2024 18:04:33,banking,50000,42500,Sự kiện
BILL24091511125057,2022611091,Cửu Long Tranh Bá,15/09/2024 11:12:50,banking,20000,17000,Sự kiện
BILL24092011140164,2022611091,Cửu Long Tranh Bá,20/09/2024 11:14:01,momo,10000,8500,Sự kiện
BILL24092707201461,2022611091,Cửu Long Tranh Bá,27/09/2024 07:20:14,banking,10000,8500,Sự kiện
BILL25031111270519,2022698656,Tình Kiếm,11/03/2025 11:27:05,banking,500000,400000,Nạp đầu (X2 Bonus)
BILL25031311215968,2022698656,Tình Kiếm,13/03/2025 11:21:59,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25031414332040,2022698656,Tình Kiếm,14/03/2025 14:33:20,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25032818430044,2022698656,Tình Kiếm,28/03/2025 18:43:00,banking,1000000,800000,Sự kiện (X2 Bonus)
BILL25033011510245,2022698656,Tình Kiếm,30/03/2025 11:51:02,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25033011563649,2022698656,Tình Kiếm,30/03/2025 11:56:36,banking,5000000,4000000,Sự kiện (X2 Bonus)
BILL25040211020937,2022698656,Tình Kiếm,02/04/2025 11:02:09,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25040211082670,2022698656,Tình Kiếm,02/04/2025 11:08:26,momo,200000,170000,Sự kiện
BILL25040318354970,2022698656,Tình Kiếm,03/04/2025 18:35:49,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25040618583770,2022698656,Tình Kiếm,06/04/2025 18:58:37,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25040911404641,2022698656,Tình Kiếm,09/04/2025 11:40:46,banking,200000,170000,Sự kiện
BILL25040911450540,2022698656,Tình Kiếm,09/04/2025 11:45:05,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25041118541626,2022698656,Tình Kiếm,11/04/2025 18:54:16,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL25041118562382,2022698656,Tình Kiếm,11/04/2025 18:56:23,banking,10000,8500,Sự kiện
BILL25041811254422,2022698656,Tình Kiếm,18/04/2025 11:25:44,banking,500000,400000,Sự kiện (X2 Bonus)
BILL25041918025148,2022698656,Tình Kiếm,19/04/2025 18:02:51,momo,20000,17000,Sự kiện
BILL25042611452920,2022698656,Tình Kiếm,26/04/2025 11:45:29,inapp,10000,8500,Sự kiện
BILL25050111563287,2022698656,Tình Kiếm,01/05/2025 11:56:32,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25050418392131,2022698656,Tình Kiếm,04/05/2025 18:39:21,momo,10000,8500,Sự kiện
BILL25050518343454,2022698656,Tình Kiếm,05/05/2025 18:34:34,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25050911253698,2022698656,Tình Kiếm,09/05/2025 11:25:36,momo,10000,8500,Sự kiện
BILL25051318005335,2022698656,Tình Kiếm,13/05/2025 18:00:53,banking,20000,17000,Sự kiện
BILL24081018215359,2022629523,Cửu Long Tranh Bá,10/08/2024 18:21:53,banking,100000,85000,Nạp đầu (X2 Bonus)
BILL24081211135643,2022629523,Cửu Long Tranh Bá,12/08/2024 11:13:56,momo,50000,42500,Sự kiện (X2 Bonus)
BILL24081811495371,2022629523,Cửu Long Tranh Bá,18/08/2024 11:49:53,banking,50000,42500,Sự kiện
BILL24102711104171,2022634491,Cửu Long Tranh Bá,27/10/2024 11:10:41,banking,500000000,400000000,Nạp đầu (X2 Bonus)
BILL25010918270555,2022636536,Hiệp Khách Vô Song,09/01/2025 18:27:05,momo,10000,8500,Nạp đầu (X2 Bonus)
BILL25011018252556,2022636536,Hiệp Khách Vô Song,10/01/2025 18:25:25,banking,10000,8500,Sự kiện
BILL25011118190580,2022636536,Hiệp Khách Vô Song,11/01/2025 18:19:05,momo,10000,8500,Sự kiện
BILL25011818334581,2022636536,Hiệp Khách Vô Song,18/01/2025 18:33:45,banking,500000,400000,Sự kiện (X2 Bonus)
BILL25011818430998,2022636536,Hiệp Khách Vô Song,18/01/2025 18:43:09,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25012607312939,2022636536,Hiệp Khách Vô Song,26/01/2025 07:31:29,banking,10000,8500,Sự kiện
BILL25012607393732,2022636536,Hiệp Khách Vô Song,26/01/2025 07:39:37,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25020118203652,2022636536,Hiệp Khách Vô Song,01/02/2025 18:20:36,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25020511224546,2022636536,Hiệp Khách Vô Song,05/02/2025 11:22:45,momo,20000,17000,Sự kiện
BILL25020918170640,2022636536,Hiệp Khách Vô Song,09/02/2025 18:17:06,banking,20000,17000,Sự kiện
BILL25020918205681,2022636536,Hiệp Khách Vô Song,09/02/2025 18:20:56,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25021018222982,2022636536,Hiệp Khách Vô Song,10/02/2025 18:22:29,momo,20000,17000,Sự kiện
BILL25021018311680,2022636536,Hiệp Khách Vô Song,10/02/2025 18:31:16,momo,100000,85000,Sự kiện
BILL25021118515286,2022636536,Hiệp Khách Vô Song,11/02/2025 18:51:52,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL25021511224913,2022636536,Hiệp Khách Vô Song,15/02/2025 11:22:49,banking,1000000,800000,Sự kiện (X2 Bonus)
BILL25022318375969,2022636536,Hiệp Khách Vô Song,23/02/2025 18:37:59,momo,2000000,1600000,Sự kiện
BILL25022318433978,2022636536,Hiệp Khách Vô Song,23/02/2025 18:43:39,banking,1000000,800000,Sự kiện
BILL25030118165724,2022636536,Hiệp Khách Vô Song,01/03/2025 18:16:57,banking,1000000,800000,Sự kiện (X2 Bonus)
BILL25030318344231,2022636536,Hiệp Khách Vô Song,03/03/2025 18:34:42,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25030318363425,2022636536,Hiệp Khách Vô Song,03/03/2025 18:36:34,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25030711415978,2022636536,Hiệp Khách Vô Song,07/03/2025 11:41:59,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25031018102792,2022636536,Hiệp Khách Vô Song,10/03/2025 18:10:27,momo,500000,400000,Sự kiện (X2 Bonus)
BILL25031111464938,2022636536,Hiệp Khách Vô Song,11/03/2025 11:46:49,inapp,200000,170000,Sự kiện (X2 Bonus)
BILL25031111513344,2022636536,Hiệp Khách Vô Song,11/03/2025 11:51:33,momo,200000,170000,Sự kiện
BILL25031318252796,2022636536,Hiệp Khách Vô Song,13/03/2025 18:25:27,banking,20000,17000,Sự kiện
BILL25031518333225,2022636536,Hiệp Khách Vô Song,15/03/2025 18:33:32,momo,200000,170000,Sự kiện
BILL25032111511993,2022636536,Hiệp Khách Vô Song,21/03/2025 11:51:19,momo,10000,8500,Sự kiện
BILL25032818225935,2022636536,Hiệp Khách Vô Song,28/03/2025 18:22:59,banking,500000,400000,Sự kiện
BILL25040218145128,2022636536,Hiệp Khách Vô Song,02/04/2025 18:14:51,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25040311523694,2022636536,Hiệp Khách Vô Song,03/04/2025 11:52:36,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25040418035910,2022636536,Hiệp Khách Vô Song,04/04/2025 18:03:59,banking,50000,42500,Sự kiện
BILL25041118351024,2022636536,Hiệp Khách Vô Song,11/04/2025 18:35:10,banking,200000,170000,Sự kiện (X2 Bonus)
BILL25041218425583,2022636536,Hiệp Khách Vô Song,12/04/2025 18:42:55,momo,10000,8500,Sự kiện (X2 Bonus)
BILL25041818043373,2022636536,Hiệp Khách Vô Song,18/04/2025 18:04:33,inapp,20000,17000,Sự kiện
BILL24110114143917,2022600627,Hiệp Khách Vô Song,01/11/2024 14:14:39,banking,200000,170000,Nạp đầu (X2 Bonus)
BILL25112211532970,2022660946,Tiên Kiếm Kỳ Hiệp,22/11/2025 11:53:29,banking,500000,400000,Nạp đầu (X2 Bonus)
BILL25112918590462,2022660946,Tiên Kiếm Kỳ Hiệp,29/11/2025 18:59:04,momo,2000000,1600000,Sự kiện (X2 Bonus)
BILL25112919025157,2022660946,Tiên Kiếm Kỳ Hiệp,29/11/2025 19:02:51,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25120318363682,2022660946,Tiên Kiếm Kỳ Hiệp,03/12/2025 18:36:36,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25120318374016,2022660946,Tiên Kiếm Kỳ Hiệp,03/12/2025 18:37:40,momo,50000,42500,Sự kiện
BILL25120411452210,2022660946,Tiên Kiếm Kỳ Hiệp,04/12/2025 11:45:22,banking,500000,400000,Sự kiện (X2 Bonus)
BILL25120411494124,2022660946,Tiên Kiếm Kỳ Hiệp,04/12/2025 11:49:41,banking,2000000,1600000,Sự kiện (X2 Bonus)
BILL25120518124776,2022660946,Tiên Kiếm Kỳ Hiệp,05/12/2025 18:12:47,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25120818041328,2022660946,Tiên Kiếm Kỳ Hiệp,08/12/2025 18:04:13,momo,20000,17000,Sự kiện (X2 Bonus)
BILL25121118381082,2022660946,Tiên Kiếm Kỳ Hiệp,11/12/2025 18:38:10,banking,50000,42500,Sự kiện
BILL25121118462467,2022660946,Tiên Kiếm Kỳ Hiệp,11/12/2025 18:46:24,momo,2000000,1600000,Sự kiện
BILL25121218053515,2022660946,Tiên Kiếm Kỳ Hiệp,12/12/2025 18:05:35,momo,500000,400000,Sự kiện
BILL25121318103436,2022660946,Tiên Kiếm Kỳ Hiệp,13/12/2025 18:10:34,banking,500000,400000,Sự kiện
BILL25121318132123,2022660946,Tiên Kiếm Kỳ Hiệp,13/12/2025 18:13:21,momo,500000,400000,Sự kiện
BILL25121911451051,2022660946,Tiên Kiếm Kỳ Hiệp,19/12/2025 11:45:10,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL25122714312354,2022660946,Tiên Kiếm Kỳ Hiệp,27/12/2025 14:31:23,momo,200000,170000,Sự kiện (X2 Bonus)
BILL26010218142218,2022660946,Tiên Kiếm Kỳ Hiệp,02/01/2026 18:14:22,momo,10000,8500,Sự kiện (X2 Bonus)
BILL26011018571028,2022660946,Tiên Kiếm Kỳ Hiệp,10/01/2026 18:57:10,momo,10000,8500,Sự kiện
BILL25110318574586,2022642780,Thanh Vân Kiếm,03/11/2025 18:57:45,momo,20000,17000,Nạp đầu (X2 Bonus)
BILL25110318590578,2022642780,Thanh Vân Kiếm,03/11/2025 18:59:05,banking,5000000,4000000,Sự kiện (X2 Bonus)
BILL25110518291796,2022642780,Thanh Vân Kiếm,05/11/2025 18:29:17,inapp,1000000,1000000,Sự kiện (X2 Bonus)
BILL25110911054149,2022642780,Thanh Vân Kiếm,09/11/2025 11:05:41,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25111118493464,2022642780,Thanh Vân Kiếm,11/11/2025 18:49:34,banking,20000,17000,Sự kiện
BILL25111318162441,2022642780,Thanh Vân Kiếm,13/11/2025 18:16:24,momo,1000000,800000,Sự kiện
BILL25111318213264,2022642780,Thanh Vân Kiếm,13/11/2025 18:21:32,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25111511075735,2022642780,Thanh Vân Kiếm,15/11/2025 11:07:57,banking,20000,17000,Sự kiện
BILL25112318052194,2022642780,Thanh Vân Kiếm,23/11/2025 18:05:21,momo,200000,170000,Sự kiện (X2 Bonus)
BILL25112318064140,2022642780,Thanh Vân Kiếm,23/11/2025 18:06:41,banking,100000,85000,Sự kiện
BILL25112807550159,2022642780,Thanh Vân Kiếm,28/11/2025 07:55:01,banking,200000,170000,Sự kiện
BILL25112808035989,2022642780,Thanh Vân Kiếm,28/11/2025 08:03:59,banking,10000,8500,Sự kiện
BILL25120118045551,2022642780,Thanh Vân Kiếm,01/12/2025 18:04:55,momo,100000,85000,Sự kiện (X2 Bonus)
BILL25120518252761,2022642780,Thanh Vân Kiếm,05/12/2025 18:25:27,banking,500000,400000,Sự kiện (X2 Bonus)
BILL25120918165843,2022642780,Thanh Vân Kiếm,09/12/2025 18:16:58,banking,50000,42500,Sự kiện (X2 Bonus)
BILL25120918265379,2022642780,Thanh Vân Kiếm,09/12/2025 18:26:53,banking,1000000,800000,Sự kiện (X2 Bonus)
BILL25121318002228,2022642780,Thanh Vân Kiếm,13/12/2025 18:00:22,banking,500000,400000,Sự kiện
BILL25121914473999,2022642780,Thanh Vân Kiếm,19/12/2025 14:47:39,inapp,20000,17000,Sự kiện (X2 Bonus)
BILL25122011583463,2022642780,Thanh Vân Kiếm,20/12/2025 11:58:34,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25122618383315,2022642780,Thanh Vân Kiếm,26/12/2025 18:38:33,momo,10000,8500,Sự kiện
BILL25122818211851,2022642780,Thanh Vân Kiếm,28/12/2025 18:21:18,inapp,20000,17000,Sự kiện
BILL26010418004476,2022642780,Thanh Vân Kiếm,04/01/2026 18:00:44,momo,10000,8500,Sự kiện (X2 Bonus)
BILL26010511295648,2022642780,Thanh Vân Kiếm,05/01/2026 11:29:56,banking,50000,42500,Sự kiện (X2 Bonus)
BILL26011011111848,2022642780,Thanh Vân Kiếm,10/01/2026 11:11:18,inapp,50000,42500,Sự kiện
BILL24090511084638,2022606288,Cửu Long Tranh Bá,05/09/2024 11:08:46,banking,20000,17000,Nạp đầu (X2 Bonus)
BILL24090814260316,2022606288,Cửu Long Tranh Bá,08/09/2024 14:26:03,inapp,50000,42500,Sự kiện (X2 Bonus)
BILL24090914472365,2022606288,Cửu Long Tranh Bá,09/09/2024 14:47:23,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24091018092029,2022606288,Cửu Long Tranh Bá,10/09/2024 18:09:20,momo,20000,17000,Sự kiện
BILL24091418401255,2022606288,Cửu Long Tranh Bá,14/09/2024 18:40:12,banking,100000,85000,Sự kiện (X2 Bonus)
BILL25103118564853,2022609036,Thanh Vân Kiếm,31/10/2025 18:56:48,banking,50000,42500,Nạp đầu (X2 Bonus)
BILL25110318264390,2022609036,Thanh Vân Kiếm,03/11/2025 18:26:43,banking,20000,17000,Sự kiện (X2 Bonus)
BILL25110707232223,2022609036,Thanh Vân Kiếm,07/11/2025 07:23:22,momo,50000,42500,Sự kiện (X2 Bonus)
BILL25111018511910,2022609036,Thanh Vân Kiếm,10/11/2025 18:51:19,inapp,20000,17000,Sự kiện
BILL25111118305651,2022609036,Thanh Vân Kiếm,11/11/2025 18:30:56,banking,20000,17000,Sự kiện
BILL25111218584230,2022609036,Thanh Vân Kiếm,12/11/2025 18:58:42,banking,20000,17000,Sự kiện
BILL25111314453344,2022609036,Thanh Vân Kiếm,13/11/2025 14:45:33,banking,10000,8500,Sự kiện (X2 Bonus)
BILL25111611124441,2022609036,Thanh Vân Kiếm,16/11/2025 11:12:44,momo,10000,8500,Sự kiện
BILL24062111582659,2022654533,Cửu Long Tranh Bá,21/06/2024 11:58:26,banking,50000,42500,Nạp đầu (X2 Bonus)
BILL24062112080239,2022654533,Cửu Long Tranh Bá,21/06/2024 12:08:02,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL24062318050496,2022654533,Cửu Long Tranh Bá,23/06/2024 18:05:04,banking,1000000,800000,Sự kiện
BILL24062318090582,2022654533,Cửu Long Tranh Bá,23/06/2024 18:09:05,momo,5000000,4000000,Sự kiện (X2 Bonus)
BILL24063018450029,2022654533,Cửu Long Tranh Bá,30/06/2024 18:45:00,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24063018525533,2022654533,Cửu Long Tranh Bá,30/06/2024 18:52:55,banking,20000,17000,Sự kiện
BILL24070107054287,2022654533,Cửu Long Tranh Bá,01/07/2024 07:05:42,momo,20000,17000,Sự kiện (X2 Bonus)
BILL24070107094552,2022654533,Cửu Long Tranh Bá,01/07/2024 07:09:45,banking,10000,8500,Sự kiện (X2 Bonus)
BILL24070418441315,2022654533,Cửu Long Tranh Bá,04/07/2024 18:44:13,banking,500000,400000,Sự kiện (X2 Bonus)
BILL24070418541052,2022654533,Cửu Long Tranh Bá,04/07/2024 18:54:10,momo,1000000,800000,Sự kiện (X2 Bonus)
BILL24070718182235,2022654533,Cửu Long Tranh Bá,07/07/2024 18:18:22,banking,10000,8500,Sự kiện
BILL24071118285617,2022654533,Cửu Long Tranh Bá,11/07/2024 18:28:56,momo,200000,170000,Sự kiện (X2 Bonus)
BILL24071118353391,2022654533,Cửu Long Tranh Bá,11/07/2024 18:35:33,momo,200000,170000,Sự kiện
BILL24071218024589,2022654533,Cửu Long Tranh Bá,12/07/2024 18:02:45,banking,10000,8500,Sự kiện
BILL24071911261587,2022654533,Cửu Long Tranh Bá,19/07/2024 11:26:15,banking,200000,170000,Sự kiện
BILL24072011422350,2022654533,Cửu Long Tranh Bá,20/07/2024 11:42:23,inapp,500000,500000,Sự kiện
BILL24072718291958,2022654533,Cửu Long Tranh Bá,27/07/2024 18:29:19,momo,200000,170000,Sự kiện
BILL24080311134591,2022654533,Cửu Long Tranh Bá,03/08/2024 11:13:45,banking,20000,17000,Sự kiện (X2 Bonus)
BILL24081018295860,2022654533,Cửu Long Tranh Bá,10/08/2024 18:29:58,momo,10000,8500,Sự kiện (X2 Bonus)
BILL24081418555215,2022654533,Cửu Long Tranh Bá,14/08/2024 18:55:52,banking,20000,17000,Sự kiện
BILL24081718075915,2022654533,Cửu Long Tranh Bá,17/08/2024 18:07:59,banking,10000,8500,Sự kiện
BILL24100214132920,2022614412,Cửu Long Tranh Bá,02/10/2024 14:13:29,momo,100000,85000,Nạp đầu (X2 Bonus)
